Na'vi,IPA,Part of speech,English,Audio URL,Audio local URL
rofa,[ˈɾo.fa],adp. ,"beside, alongside",https://s.learnnavi.org/audio/vocab/5560.mp3,5560.mp3
rol,[ɾ·ol],vin. ,sing,https://s.learnnavi.org/audio/vocab/1700.mp3,1700.mp3
rolun,[ɾo.ˈlun],intj. ,Eureka! I've found it!,https://s.learnnavi.org/audio/vocab/6356.mp3,6356.mp3
Ronal,[ˈɾo.nal],prop.n. ,Female Na'vi of the Metkayina Clan,https://s.learnnavi.org/audio/vocab/13079.mp3,13079.mp3
rong,[ɾoŋ],n. ,tunnel,https://s.learnnavi.org/audio/vocab/9744.mp3,9744.mp3
Rongloa,[ˈɾoŋ.lo.a],prop.n. ,Na'vi Clan name,https://s.learnnavi.org/audio/vocab/13080.mp3,13080.mp3
ronguway,[ɾ·o.ˈŋu.waj],vin. ,howl,https://s.learnnavi.org/audio/vocab/10808.mp3,10808.mp3
ronguwayyu,[ɾo.ˈŋu.waj.ju],n. ,howler,https://s.learnnavi.org/audio/vocab/10812.mp3,10812.mp3
ronsem,[ˈɾon.sɛm],n. ,mind,https://s.learnnavi.org/audio/vocab/1708.mp3,1708.mp3
ronsrel,[ˈɾon.sɾɛl],n. ,something imagined,https://s.learnnavi.org/audio/vocab/7276.mp3,7276.mp3
ronsrelngop,[ˈɾon.sɾɛl.ŋ·op̚],vtr. ,"imagine, envision (c.w. from ronsem mind, rel picture, ngop create, casual pronunciation [ˈɾon.sɾɛw.ŋ·op̚] )",https://s.learnnavi.org/audio/vocab/7272.mp3,7272.mp3
ropx,[ɾop'],n. ,hole (going clear through an object),https://s.learnnavi.org/audio/vocab/9720.mp3,9720.mp3
Rotxo,[ˈɾo.t'o],prop.n. ,male Na'vi of the Metkayina Clan,https://s.learnnavi.org/audio/vocab/13081.mp3,13081.mp3
rou,[ˈɾ·o.·u],vin. ,"be, or get drunk",https://s.learnnavi.org/audio/vocab/9204.mp3,9204.mp3
rum,[ɾum],n. ,ball,https://s.learnnavi.org/audio/vocab/1716.mp3,1716.mp3
rumaut,[ˈɾu.ma.ut̚],n. ,cannonball fruit tree,https://s.learnnavi.org/audio/vocab/13019.mp3,13019.mp3
rumut,[ˈɾum.ut̚],n. ,"puffball tree, Obesus rotundus",https://s.learnnavi.org/audio/vocab/1720.mp3,1720.mp3
run,[ɾ·un],vtr. ,"find, discover",https://s.learnnavi.org/audio/vocab/1724.mp3,1724.mp3
rurur,[ɾu.ˈɾuɾ],n. ,water that is aeriated while flowing among the rocks of a very gradually sloping stream (countable),https://s.learnnavi.org/audio/vocab/9056.mp3,9056.mp3
rusey,[ɾu.ˈsɛj],"adj., n. ","alive, living, living thing",https://s.learnnavi.org/audio/vocab/4284.mp3,4284.mp3
rutxe,[ɾu.ˈt'ɛ],intj. ,please,https://s.learnnavi.org/audio/vocab/1728.mp3,1728.mp3
sa,[s·a],vin. ,rise to a challenge,https://s.learnnavi.org/audio/vocab/10864.mp3,10864.mp3
sä'anla,[sæ.ˈʔan.la],n. ,yearning,https://s.learnnavi.org/audio/vocab/9576.mp3,9576.mp3
sä'eoio,[sæ.ˈʔɛ.o.i.o],n. ,"ceremony, ritual, rite",https://s.learnnavi.org/audio/vocab/9788.mp3,9788.mp3
sä'eoio si,[sæ.ˈʔɛ.o.i.o s·i],vin. ,"take part in a ceremony, perform a ritual",https://s.learnnavi.org/audio/vocab/9792.mp3,9792.mp3
sa'ewrang,[sa.ˈʔɛw.ɾaŋ],n. ,"mother loom, giant loom",https://s.learnnavi.org/audio/vocab/10836.mp3,10836.mp3
sä'ipu,[sæ.ˈʔi.pu],n. ,something humorous,https://s.learnnavi.org/audio/vocab/8372.mp3,8372.mp3
sa'nok,[ˈsaʔ.nok̚],n. ,mother,https://s.learnnavi.org/audio/vocab/1736.mp3,1736.mp3
sa'nu,[ˈsaʔ.nu],n. ,"mum, mommy (affectionate form of)",https://s.learnnavi.org/audio/vocab/1740.mp3,1740.mp3
sa'nutsyìp,[ˈsaʔ.nu.t͡sjɪp̚],n. ,little mommy (used for young girls),https://s.learnnavi.org/audio/vocab/6112.mp3,6112.mp3
sä'o,[ˈsæ.ʔo],n. ,"tool, utensil",https://s.learnnavi.org/audio/vocab/7216.mp3,7216.mp3
sa'sem,[ˈsaʔ.sɛm],n. ,parent or set of parents,https://s.learnnavi.org/audio/vocab/6360.mp3,6360.mp3
saa,[ˈsa:],intj. ,threatening cry,https://s.learnnavi.org/audio/vocab/5280.mp3,5280.mp3
säfe'ul,[sæ.ˈfɛ.ʔul],n. ,worsening (specific instance),https://s.learnnavi.org/audio/vocab/9696.mp3,9696.mp3
säflä,[sæ.ˈflæ],n. ,success (an instance of succeeding),https://s.learnnavi.org/audio/vocab/8964.mp3,8964.mp3
säfmi,[sæ.ˈfmi],n. ,attempt,https://s.learnnavi.org/audio/vocab/10000.mp3,10000.mp3
säfmong,[sæ.ˈfmoŋ],n. ,theft (particular instance),https://s.learnnavi.org/audio/vocab/13265.mp3,13265.mp3
säfngo',[sæ.ˈfŋoʔ],n. ,"requirement, demand",https://s.learnnavi.org/audio/vocab/8316.mp3,8316.mp3
säfpìl,[sæ.ˈfpɪl],n. ,idea,https://s.learnnavi.org/audio/vocab/4112.mp3,4112.mp3
säfrìp,[sæ.ˈfɾɪp̚],n. ,a bite,https://s.learnnavi.org/audio/vocab/13148.mp3,13148.mp3
säfrrfen,[sæ.ˈfṛ.fɛn],n. ,visit,https://s.learnnavi.org/audio/vocab/13287.mp3,13287.mp3
säftxulì'u,[sæ.ft'u.ˈlɪ.ʔu],n. ,"speech, oration",https://s.learnnavi.org/audio/vocab/8812.mp3,8812.mp3
säfyep,[sæ.ˈfjɛp̚],n. ,handle,https://s.learnnavi.org/audio/vocab/8684.mp3,8684.mp3
sähe'a,[sæ.ˈhɛ.ʔa],n. ,"a cough, instance of coughing",https://s.learnnavi.org/audio/vocab/13202.mp3,13202.mp3
sähena,[sæ.ˈhɛ.na],n. ,"container, vessel, carrier",https://s.learnnavi.org/audio/vocab/10044.mp3,10044.mp3
saho,[sa.ˈho],n. ,prayer,https://s.learnnavi.org/audio/vocab/11392.mp3,11392.mp3
säkanom,[sæ.ˈka.nom],n. ,"something acquired, an acquisition, a possession",https://s.learnnavi.org/audio/vocab/8396.mp3,8396.mp3
säkxange,[sæ.ˈk'a.ŋɛ],n. ,yawn,https://s.learnnavi.org/audio/vocab/11676.mp3,11676.mp3
sälang,[sæ.ˈlaŋ],n. ,an exploration or investigation,https://s.learnnavi.org/audio/vocab/10304.mp3,10304.mp3
sälatem,[sæ.ˈla.tɛm],n. ,"change (instance of), edit, modification",https://s.learnnavi.org/audio/vocab/10788.mp3,10788.mp3
sälätxayn,[sæ.læ.ˈt'ajn],n. ,"defeat, an instance of defeat",https://s.learnnavi.org/audio/vocab/8424.mp3,8424.mp3
salew,[s·a.ˈl·ɛw],vin. ,"proceed, go",https://s.learnnavi.org/audio/vocab/3808.mp3,3808.mp3
salewfya,[sa.ˈlɛw.fja],n. ,"direction, course",https://s.learnnavi.org/audio/vocab/9916.mp3,9916.mp3
säleymfe',[sæ.lɛjm.ˈfɛʔ],n. ,complaint,https://s.learnnavi.org/audio/vocab/11172.mp3,11172.mp3
säleymkem,[sæ.lɛjm.ˈkɛm],n. ,"protest, instance of protesting",https://s.learnnavi.org/audio/vocab/11160.mp3,11160.mp3
sälipx,[sæ.ˈlip'],n. ,drop (of a liquid),https://s.learnnavi.org/audio/vocab/13155.mp3,13155.mp3
sämok,[sæ.ˈmok̚],n. ,a suggestion,https://s.learnnavi.org/audio/vocab/8456.mp3,8456.mp3
sämunge,[sæ.ˈmu.ŋɛ],n. ,transportation tool or device,https://s.learnnavi.org/audio/vocab/10612.mp3,10612.mp3
sämyam,[sæm.ˈjam],n. ,"hug, embrace",https://s.learnnavi.org/audio/vocab/8168.mp3,8168.mp3
san,[san],adv. ,"saying, quote",https://s.learnnavi.org/audio/vocab/1748.mp3,1748.mp3
sang,[saŋ],adj. ,warm,https://s.learnnavi.org/audio/vocab/7524.mp3,7524.mp3
sängä'än,[sæ.ŋæ.ˈʔæn],n. ,bout of suffering; episode of depression,https://s.learnnavi.org/audio/vocab/9644.mp3,9644.mp3
sängop,[sæ.ˈŋop̚],n. ,creation,https://s.learnnavi.org/audio/vocab/10324.mp3,10324.mp3
sänrr,[sæ.ˈnṛ],n. ,"glow, an instance of glowing; light source, lamp",https://s.learnnavi.org/audio/vocab/10640.mp3,10640.mp3
sänui,[sæ.ˈnu.i],n. ,failure (particular instance of failure),https://s.learnnavi.org/audio/vocab/9820.mp3,9820.mp3
sänume,[sæ.ˈnu.mɛ],n. ,"teaching, instruction",https://s.learnnavi.org/audio/vocab/1752.mp3,1752.mp3
sänume si,[sæ.ˈnu.mɛ s·i],vin. ,"teach, instruct, give instruction",https://s.learnnavi.org/audio/vocab/13164.mp3,13164.mp3
sänumvi,[sæ.ˈnum.vi],n. ,lesson,https://s.learnnavi.org/audio/vocab/5144.mp3,5144.mp3
säomum,[sæ.ˈo.mum],n. ,(piece of) information,https://s.learnnavi.org/audio/vocab/8088.mp3,8088.mp3
säpenghrr,[sæ.pɛŋ.ˈhṛ],n. ,warning,https://s.learnnavi.org/audio/vocab/10912.mp3,10912.mp3
säpllhrr,[sæ.pḷ.ˈhṛ],n. ,warning,https://s.learnnavi.org/audio/vocab/11012.mp3,11012.mp3
säplltxe,[sæ.pḷ.ˈt'ɛ],n. ,statement,https://s.learnnavi.org/audio/vocab/7680.mp3,7680.mp3
säplltxevi,[sæ.pḷ.ˈt'ɛ.vi],n. ,comment,https://s.learnnavi.org/audio/vocab/7684.mp3,7684.mp3
säpom,[sæ.ˈpom],n. ,kiss,https://s.learnnavi.org/audio/vocab/8204.mp3,8204.mp3
sar,[s·aɾ],vtr. ,use,https://s.learnnavi.org/audio/vocab/3812.mp3,3812.mp3
särangal,[sæ.ˈɾa.ŋal],n. ,wish,https://s.learnnavi.org/audio/vocab/13306.mp3,13306.mp3
särawn,[sæ.ˈɾawn],n. ,"replacement, substitute, something that replaces something else",https://s.learnnavi.org/audio/vocab/8304.mp3,8304.mp3
särengop,[sæ.ˈɾɛ.ŋop̚],n. ,design (a particular instance of designing),https://s.learnnavi.org/audio/vocab/9504.mp3,9504.mp3
säro'a,[sæ.ˈɾo.ʔa],n. ,"feat, accomplishment, great deed",https://s.learnnavi.org/audio/vocab/8576.mp3,8576.mp3
säro'a si,[sæ.ˈɾo.ʔa s·i],vin. ,do great deeds,https://s.learnnavi.org/audio/vocab/8580.mp3,8580.mp3
säseyto,[sæ.sɛj.ˈto],n. ,butchering tool,https://s.learnnavi.org/audio/vocab/10708.mp3,10708.mp3
säsìlpey,[sæ.sɪl.ˈpɛj],n. ,hope (particular instance),https://s.learnnavi.org/audio/vocab/9592.mp3,9592.mp3
säspxin,[sæ.ˈsp'in],n. ,"disease, sickness, illness",https://s.learnnavi.org/audio/vocab/1756.mp3,1756.mp3
säspxintsyìp,[sæ.ˈsp'in.t͡sjɪp̚],n. ,minor ailment,https://s.learnnavi.org/audio/vocab/6104.mp3,6104.mp3
säsrätx,[sæ.ˈsɾæt'],n. ,annoyance,https://s.learnnavi.org/audio/vocab/8048.mp3,8048.mp3
säsrese'a,[sæ.sɾɛ.sɛ.ˈʔa],n. ,a prediction,https://s.learnnavi.org/audio/vocab/13012.mp3,13012.mp3
säsrìn,[sæ.ˈsɾɪn],n. ,lent or borrowed thing,https://s.learnnavi.org/audio/vocab/8412.mp3,8412.mp3
sästarsìm,[sæ.ˈstaɾ.sɪm],n. ,collection (put together intentionally by a person),https://s.learnnavi.org/audio/vocab/8760.mp3,8760.mp3
säsulìn,[sæ.ˈsu.lɪn],n. ,"hobby, pleasureyielding activity",https://s.learnnavi.org/audio/vocab/6892.mp3,6892.mp3
säsyep,[sæ.ˈsjɛp̚],n. ,trap,https://s.learnnavi.org/audio/vocab/8244.mp3,8244.mp3
sat,[sat̚],pn. ,those (as direct object),https://s.learnnavi.org/audio/vocab/5972.mp3,5972.mp3
sätare,[sæ.ˈta.ɾɛ],n. ,"connection, relationship",https://s.learnnavi.org/audio/vocab/8884.mp3,8884.mp3
sätarenga',[sæ.ˈta.ɾɛ.ŋaʔ],adj. ,"relevant, pertinent",https://s.learnnavi.org/audio/vocab/13249.mp3,13249.mp3
sätarep,[sæ.ˈta.ɾɛp̚],n. ,"rescue, an incidence of rescuing",https://s.learnnavi.org/audio/vocab/13291.mp3,13291.mp3
sätaron,[sæ.ˈta.ɾon],n. ,hunt,https://s.learnnavi.org/audio/vocab/9332.mp3,9332.mp3
sätsan'ul,[sæ.ˈt͡san.ʔul],n. ,improvement (specific instance),https://s.learnnavi.org/audio/vocab/9692.mp3,9692.mp3
sätseri,[sæ.ˈt͡sɛ.ɾi],n. ,"observation, something noticed",https://s.learnnavi.org/audio/vocab/13219.mp3,13219.mp3
sätsìsyì,[sæ.ˈt͡sɪ.sjɪ],n. ,whisper,https://s.learnnavi.org/audio/vocab/8068.mp3,8068.mp3
sätswayon,[sæ.ˈt͡swaj.on],n. ,flight (an instance of flying),https://s.learnnavi.org/audio/vocab/8292.mp3,8292.mp3
sätsyìl,[sæ.ˈt͡sjɪl],n. ,"climbing event, a climb",https://s.learnnavi.org/audio/vocab/8484.mp3,8484.mp3
Satu'li,[sa.ˈtuʔ.li],prop.n. ,Canteen in the Valley of Mo'ara,https://s.learnnavi.org/audio/vocab/13082.mp3,13082.mp3
satu'li,[sa.ˈtuʔ.li],n. ,heritage,https://s.learnnavi.org/audio/vocab/11092.mp3,11092.mp3
sau,[sa.ˈu],intj. ,"exclamation upon exertion, urgh",https://s.learnnavi.org/audio/vocab/5284.mp3,5284.mp3
sävll,[sæ.ˈvḷ],n. ,"sign, indication, signal",https://s.learnnavi.org/audio/vocab/11368.mp3,11368.mp3
säwäsul,[sæ.ˈwæ.sul],n. ,a competition,https://s.learnnavi.org/audio/vocab/9344.mp3,9344.mp3
säwäsultsyìp,[sæ.ˈwæ.sul.t͡sjɪp̚],n. ,a contest,https://s.learnnavi.org/audio/vocab/9348.mp3,9348.mp3
säwäte,[sæ.wæ.ˈtɛ],n. ,"point of contention, source of argument, thing disputed",https://s.learnnavi.org/audio/vocab/7252.mp3,7252.mp3
säwem,[sæ.ˈwɛm],n. ,fight,https://s.learnnavi.org/audio/vocab/13216.mp3,13216.mp3
säwìngay,[sæ.wɪ.ˈŋaj],n. ,proof (particular instance),https://s.learnnavi.org/audio/vocab/10516.mp3,10516.mp3
säwìntxu,[sæ.wɪn.ˈt'u],n. ,"a showing, an exhibition",https://s.learnnavi.org/audio/vocab/8548.mp3,8548.mp3
say,[saj],adj. ,loyal,https://s.learnnavi.org/audio/vocab/13303.mp3,13303.mp3
säyäkx,[sæ.ˈjæk'],n. ,snub,https://s.learnnavi.org/audio/vocab/10388.mp3,10388.mp3
saylahe,[saj.ˈla.hɛ],adv. ,'et cetera',https://s.learnnavi.org/audio/vocab/10184.mp3,10184.mp3
sayrìp,[ˈsaj.ɾɪp̚],adj. ,"handsome, good looking",https://s.learnnavi.org/audio/vocab/6948.mp3,6948.mp3
säzärìp,[sæ.ˈzæ.ɾɪp̚],n. ,"face lead, rein",https://s.learnnavi.org/audio/vocab/6956.mp3,6956.mp3
se'ayl,[sɛ.ˈʔajl],n. ,"an individual tall, thin waterfall that pours down a sheer high cliff, or off of a floating mountain (countable)",https://s.learnnavi.org/audio/vocab/9044.mp3,9044.mp3
sekrr,[ˈsɛ.kṛ],n. ,present,https://s.learnnavi.org/audio/vocab/4588.mp3,4588.mp3
semkä,[sɛm.ˈkæ],n. ,bridge,https://s.learnnavi.org/audio/vocab/12987.mp3,12987.mp3
sempu,[ˈsɛm.pu],n. ,daddy (affectionate form of),https://s.learnnavi.org/audio/vocab/1760.mp3,1760.mp3
sempul,[ˈsɛm.pul],n. ,father,https://s.learnnavi.org/audio/vocab/1764.mp3,1764.mp3
set,[sɛt̚],adv. ,now,https://s.learnnavi.org/audio/vocab/1768.mp3,1768.mp3
sevin,[sɛ.ˈvin],adj. ,pretty,https://s.learnnavi.org/audio/vocab/1772.mp3,1772.mp3
sey,[sɛj],n. ,cup or bowl minimally modified from naturally occuring resources,https://s.learnnavi.org/audio/vocab/10560.mp3,10560.mp3
seykxel,[sɛj.ˈk'ɛl],adj. ,"strong (emotionally, spiritually, not physical), confident",https://s.learnnavi.org/audio/vocab/6204.mp3,6204.mp3
seyn,[sɛjn],n. ,"chair, stool, bench; any tool or device to facilitate sitting",https://s.learnnavi.org/audio/vocab/10652.mp3,10652.mp3
seyri,[ˈsɛj.ɾi],n. ,lip,https://s.learnnavi.org/audio/vocab/1776.mp3,1776.mp3
seysonìltsan,[sɛj.so.nɪl.ˈt͡san],intj. ,well done! (derived from hasey soli nìltsan accomplished well),https://s.learnnavi.org/audio/vocab/7480.mp3,7480.mp3
seyto,[s·ɛj.ˈt·o],vtr. ,butcher (in the sense of separating or processing the carcass of a dead animal),https://s.learnnavi.org/audio/vocab/10704.mp3,10704.mp3
Seze,[ˈsɛ.zɛ],prop.n. ,Neytiri's banshee,https://s.learnnavi.org/audio/vocab/13083.mp3,13083.mp3
seze,[ˈsɛ.zɛ],n. ,blue flower,https://s.learnnavi.org/audio/vocab/1784.mp3,1784.mp3
sì,[sɪ],conj. ,"and (for making lists of words with same part of speech, can be attached as –sì; for clauses, use ulte)",https://s.learnnavi.org/audio/vocab/1792.mp3,1792.mp3
si,[s·i],vin. ,"auxiliary verb, postpositional nonbound verb do, make",https://s.learnnavi.org/audio/vocab/1788.mp3,1788.mp3
sìk,[sɪk̚],adv. ,unquote,https://s.learnnavi.org/audio/vocab/1796.mp3,1796.mp3
sìlpey,[sɪl.ˈp·ɛj],vin. ,"hope (with tsnì for thing hoped, unless in independent clause) (ii)",https://s.learnnavi.org/audio/vocab/1800.mp3,1800.mp3
sìlronsem,[sɪl.ˈɾon.sɛm],adj. ,"clever, smart (thing)",https://s.learnnavi.org/audio/vocab/1804.mp3,1804.mp3
sìltsan,[sɪl.ˈt͡san],adj. ,"good (of its kind), well done",https://s.learnnavi.org/audio/vocab/1808.mp3,1808.mp3
Silwanin,[sil.ˈwa.nin],prop.n. ,Neytiri's sister,https://s.learnnavi.org/audio/vocab/13084.mp3,13084.mp3
sim,[s·im],svin. ,be near,https://s.learnnavi.org/audio/vocab/3816.mp3,3816.mp3
sìn,[sɪn],adp. ,"on, onto",https://s.learnnavi.org/audio/vocab/4048.mp3,4048.mp3
ska'a,[sk·a.ˈʔ·a],vtr. ,destroy,https://s.learnnavi.org/audio/vocab/1820.mp3,1820.mp3
skepek,[ˈskɛ.pɛk̚],adj. ,formal,https://s.learnnavi.org/audio/vocab/4168.mp3,4168.mp3
skiempa,[ˈski.ɛm.pa],n. ,right side,https://s.learnnavi.org/audio/vocab/9492.mp3,9492.mp3
skien,[ˈski.ɛn],adj. ,right (not left),https://s.learnnavi.org/audio/vocab/4692.mp3,4692.mp3
sko+,[sko],adp. ,"something as, in the capacity of, or in the role of, something else",https://s.learnnavi.org/audio/vocab/8740.mp3,8740.mp3
skuka,[ˈsku.ka],n. ,sagittaria,https://s.learnnavi.org/audio/vocab/13025.mp3,13025.mp3
skxakep,[ˈsk'a.kɛp̚],"adj., adv. ","probable, probably",https://s.learnnavi.org/audio/vocab/4724.mp3,4724.mp3
skxawng,[sk'awŋ],n. ,"moron, idiot",https://s.learnnavi.org/audio/vocab/1824.mp3,1824.mp3
skxaypxe,[ˈsk'aj.p'ɛ],n. ,Skype,https://s.learnnavi.org/audio/vocab/6904.mp3,6904.mp3
skxir,[sk'iɾ],n. ,wound,https://s.learnnavi.org/audio/vocab/7624.mp3,7624.mp3
skxir si,[ˈsk'iɾ ˈs·i],vin. ,wound,https://s.learnnavi.org/audio/vocab/7632.mp3,7632.mp3
skxirtsyìp,[ˈsk'iɾ.t͡sjɪp̚],n. ,"cut, bruise, minor wound",https://s.learnnavi.org/audio/vocab/7636.mp3,7636.mp3
skxom,[sk'om],n. ,"chance, opportunity",https://s.learnnavi.org/audio/vocab/4344.mp3,4344.mp3
slä,[slæ],conj. ,but,https://s.learnnavi.org/audio/vocab/1828.mp3,1828.mp3
sla'tsu,[ˈsl·aʔ.t͡s·u],vtr. ,describe,https://s.learnnavi.org/audio/vocab/7192.mp3,7192.mp3
släkop,[ˈslæ.kop̚],adv. ,but also,https://s.learnnavi.org/audio/vocab/10228.mp3,10228.mp3
slan,[sl·an],vtr. ,"support (emotional, social or personal support)",https://s.learnnavi.org/audio/vocab/8688.mp3,8688.mp3
slantire,[slan.ti.ˈɾɛ],n. ,inspiration,https://s.learnnavi.org/audio/vocab/8820.mp3,8820.mp3
slantire si,[slan.ti.ˈɾɛ s·i],vin. ,inspire,https://s.learnnavi.org/audio/vocab/8824.mp3,8824.mp3
slär,[slæɾ],n. ,cave,https://s.learnnavi.org/audio/vocab/8324.mp3,8324.mp3
slayk,[sl·ajk̚],vtr. ,"brush, comb",https://s.learnnavi.org/audio/vocab/10440.mp3,10440.mp3
slele,[ˈsl·ɛ.l·ɛ],vin. ,swim,https://s.learnnavi.org/audio/vocab/7328.mp3,7328.mp3
sleyku,[slɛj.ˈk·u],vtr. ,produce,https://s.learnnavi.org/audio/vocab/3820.mp3,3820.mp3
sloa,[ˈslo.a],adj. ,wide,https://s.learnnavi.org/audio/vocab/8892.mp3,8892.mp3
sloan,[sl·o.ˈ·an],vtr. ,pour,https://s.learnnavi.org/audio/vocab/7640.mp3,7640.mp3
slosnep,[slo.ˈsnɛp̚],n. ,width,https://s.learnnavi.org/audio/vocab/8900.mp3,8900.mp3
slosneppe,[slo.ˈsnɛ.pɛ],inter. ,"what width, how wide?",https://s.learnnavi.org/audio/vocab/8908.mp3,8908.mp3
slu,[sl·u],vin. ,become (noun predicate with ne in ambiguous constructions),https://s.learnnavi.org/audio/vocab/1832.mp3,1832.mp3
slukx,[sluk'],n. ,horn of an animal,https://s.learnnavi.org/audio/vocab/10956.mp3,10956.mp3
smaoe,[sma.ˈo.ɛ],n. ,"phalanxia, heavily thorned plant",https://s.learnnavi.org/audio/vocab/5732.mp3,5732.mp3
smar,[smaɾ],n. ,"prey, hunted thing",https://s.learnnavi.org/audio/vocab/6364.mp3,6364.mp3
smaw,[sm·aw],vtr. ,approve of,https://s.learnnavi.org/audio/vocab/13130.mp3,13130.mp3
smon,[sm·on],vin. ,"be familiar, be known (with dative)",https://s.learnnavi.org/audio/vocab/6716.mp3,6716.mp3
sna'o,[ˈsna.ʔo],n. ,"set, group, pile, clump, stand",https://s.learnnavi.org/audio/vocab/8744.mp3,8744.mp3
snafpìlfya,[sna.ˈfpɪl.fja],n. ,philosophy,https://s.learnnavi.org/audio/vocab/8752.mp3,8752.mp3
snäm,[sn·æm],vin. ,"rot, decay, degrade over time",https://s.learnnavi.org/audio/vocab/10780.mp3,10780.mp3
snanumultxa,[sna.nu.mul.ˈt'a],n. ,course (as a collection of classes),https://s.learnnavi.org/audio/vocab/8956.mp3,8956.mp3
snapamrelvi,[sna.pam.ˈɾɛl.vi],n. ,alphabet,https://s.learnnavi.org/audio/vocab/9212.mp3,9212.mp3
snatanhì,[sna.tan.ˈhɪ],n. ,constellation,https://s.learnnavi.org/audio/vocab/8756.mp3,8756.mp3
snatanhìtsyìp,[sna.tan.ˈhɪ.t͡sjɪp̚],n. ,star cluster,https://s.learnnavi.org/audio/vocab/8772.mp3,8772.mp3
snatxärem,[sna.ˈt'æ.ɾɛm],n. ,skeleton,https://s.learnnavi.org/audio/vocab/8748.mp3,8748.mp3
snayì,[sna.ˈjɪ],n. ,"staircase, series of steplike levels",https://s.learnnavi.org/audio/vocab/9604.mp3,9604.mp3
snaytu,[ˈsnaj.tu],n. ,loser,https://s.learnnavi.org/audio/vocab/8252.mp3,8252.mp3
snaytx,[sn·ajt'],vtr. ,lose,https://s.learnnavi.org/audio/vocab/7608.mp3,7608.mp3
snep,[snɛp̚],adj. ,narrow,https://s.learnnavi.org/audio/vocab/8896.mp3,8896.mp3
snew,[sn·ɛw],vtr. ,"constrict, tighten",https://s.learnnavi.org/audio/vocab/9356.mp3,9356.mp3
snewsye,[ˈsnɛw.sjɛ],adj. ,"weird, spooky",https://s.learnnavi.org/audio/vocab/9364.mp3,9364.mp3
sneyä,[ˈsnɛ.jæ],pn. ,"his own, her own, its own",https://s.learnnavi.org/audio/vocab/8240.mp3,8240.mp3
sngä'i,[ˈsŋ·æ.ʔ·i],vim. ,"begin, start",https://s.learnnavi.org/audio/vocab/1836.mp3,1836.mp3
sngä'ikrr,[ˈsŋæ.ʔi.kṛ],n. ,"beginning, starting time",https://s.learnnavi.org/audio/vocab/1840.mp3,1840.mp3
sngä'itseng,[ˈsŋæ.ʔi.t͡sɛŋ],n. ,"beginning, starting position, initial location",https://s.learnnavi.org/audio/vocab/9168.mp3,9168.mp3
sngä'iyu,[ˈsŋæ.ʔi.ju],n. ,beginner,https://s.learnnavi.org/audio/vocab/5592.mp3,5592.mp3
sngap,[sŋ·ap̚],vtr. ,sting,https://s.learnnavi.org/audio/vocab/3740.mp3,3740.mp3
sngel,[sŋɛl],n. ,"garbage, trash, rubbish",https://s.learnnavi.org/audio/vocab/1844.mp3,1844.mp3
sngeltseng,[ˈsŋɛl.t͡sɛŋ],n. ,"rubbish place, garbage dump",https://s.learnnavi.org/audio/vocab/1848.mp3,1848.mp3
sngukx,[sŋuk'],n. ,grub plant,https://s.learnnavi.org/audio/vocab/5780.mp3,5780.mp3
sngum,[sŋum],n. ,worry,https://s.learnnavi.org/audio/vocab/7232.mp3,7232.mp3
sngum si,[sŋum s·i],vin. ,worry,https://s.learnnavi.org/audio/vocab/10232.mp3,10232.mp3
sngumtsim,[ˈsŋum.t͡sim],n. ,"worrisome matter, source of worry",https://s.learnnavi.org/audio/vocab/9512.mp3,9512.mp3
sngunga',[ˈsŋu.ŋaʔ],adj. ,"worrisome, troubling",https://s.learnnavi.org/audio/vocab/9536.mp3,9536.mp3
sno,[sno],pn. ,"his self, her self, its self (reflexive, genitive form sneyä)",https://s.learnnavi.org/audio/vocab/6968.mp3,6968.mp3
snokfyan,[ˈsnok.fjan],n. ,personal belongings rack,https://s.learnnavi.org/audio/vocab/10696.mp3,10696.mp3
snolup,[ˈsno.lup̚],n. ,"personal style or aesthetic, presence",https://s.learnnavi.org/audio/vocab/10128.mp3,10128.mp3
snomo,[ˈsno.mo],n. ,private space that one can retreat to,https://s.learnnavi.org/audio/vocab/9268.mp3,9268.mp3
snonivi,[ˈsno.ni.vi],n. ,singleperson hammock,https://s.learnnavi.org/audio/vocab/10636.mp3,10636.mp3
snonrra,[sno.ˈnṛ.a],n. ,selfpride (negative connotation),https://s.learnnavi.org/audio/vocab/9108.mp3,9108.mp3
snotipx,[sno.ˈtip'],n. ,selfcontrol,https://s.learnnavi.org/audio/vocab/11556.mp3,11556.mp3
Snrrtsyìp,[ˈsnṛ.t͡sjɪp̚],n. ,Alpha Centauri C aka Proxima Centauri (Colloquial),https://s.learnnavi.org/audio/vocab/12998.mp3,12998.mp3
snumìna,[ˈsnu.mɪ.na],adj. ,dim,https://s.learnnavi.org/audio/vocab/1852.mp3,1852.mp3
so'ha,[ˈs·oʔ.h·a],vtr. ,"be enthusiastic about, show enthusiasm for, be excited about",https://s.learnnavi.org/audio/vocab/8920.mp3,8920.mp3
so'yu,[ˈsoʔ.ju],n. ,"colloquial form of txanso'hayu (fan, enthusiast)",https://s.learnnavi.org/audio/vocab/11348.mp3,11348.mp3
soaia,[so.ˈa.i.a],n. ,family (irregular genitive form soaiä),https://s.learnnavi.org/audio/vocab/4804.mp3,4804.mp3
sok,[sok̚],adj. ,recent,https://s.learnnavi.org/audio/vocab/5080.mp3,5080.mp3
